-121.9699043,37.4192695,0
-121.9602912,37.4100594,0
-121.947245,37.401196,0
-121.9419235,37.4003778,0
-121.9384903,37.3897402,0
-121.9352287,37.3846937,0
-121.9414085,37.3767822,0
-121.9194358,37.3718712,0
-121.9055313,37.3823749,0
-121.9087928,37.4016051,0
-121.9196933,37.3929453,0
-121.9239418,37.3970709,0
-121.9281047,37.3999005,0
-121.9320524,37.3991507,0
-121.9369453,37.4125138,0
-121.9319671,37.4134682,0
-121.9228691,37.411423,0
-121.9305938,37.4198761,0
-121.923899,37.4233594,0
-121.9444984,37.4198148,0
-121.9699043,37.4192695,0
